#KO	Bran_1	Bran_2	PS_2	PS_3	CO_2	CO_3	Faeces_BR	Faeces_PS
K13771	0	2	0	1	0	1	0	0
K13775	0	0	1	0	0	0	0	0
K13787	0	0	1	0	0	0	0	0
K13788	3	1	1	0	0	2	0	0
K13794	0	1	1	0	2	1	1	0
K13795	1	0	0	0	2	1	0	0
K13796	1	0	0	0	0	1	0	0
K13816	0	2	0	0	0	0	0	0
K13818	1	0	0	0	1	1	0	0
K13821	2	1	0	0	0	2	0	3
K13874	0	0	0	0	0	1	0	0
K13877	1	0	0	0	1	2	0	1
K13888	4	1	0	0	1	2	3	1
K13889	1	2	0	0	1	0	0	0
K13890	2	2	0	0	0	2	0	0
K13891	1	1	0	0	1	0	0	0
K13892	0	1	0	0	0	0	1	0
K13893	1	2	0	0	0	0	1	0
K13894	1	2	0	0	2	0	0	0
K13895	2	2	0	0	1	0	1	0
K13896	0	1	0	0	2	0	1	0
K13918	0	1	0	0	0	0	1	0
K13919	0	0	0	1	1	1	0	0
K13920	0	0	0	1	0	1	0	0
K13921	1	0	0	0	2	1	2	1
K13922	0	1	0	0	0	1	0	1
K13923	0	0	0	0	1	0	1	0
K13926	1	0	0	0	0	0	0	0
K13928	2	2	0	0	1	2	2	0
K13929	1	2	0	0	2	1	0	0
K13930	0	2	0	0	1	2	0	1
K13931	2	2	0	0	1	3	2	1
K13932	1	1	0	0	2	3	0	0
K13933	1	1	0	0	2	2	1	1
K13934	2	1	1	0	1	3	1	0
K13935	2	1	1	0	2	1	0	0
K13936	1	2	1	0	1	1	1	2
K13938	0	0	0	0	0	1	0	1
K13950	0	0	1	0	0	0	0	1
K13953	2	2	1	0	1	0	3	2
K13954	2	0	1	0	0	1	1	0
K13955	0	0	0	0	0	0	0	1
K13979	1	2	0	0	2	3	2	3
K13985	2	2	1	0	2	1	1	2
K13993	0	1	0	3	1	1	0	1
K14051	0	1	0	0	0	0	0	0
K14052	2	2	1	0	2	3	3	0
K14054	1	1	0	0	1	2	0	0
K14055	2	0	0	0	1	0	2	0
K14056	1	1	0	0	2	1	0	1
K14057	1	0	0	0	0	2	1	0
K14058	1	2	1	1	3	0	2	1
K14059	4	2	6	10	6	0	10	5
K14060	1	1	4	4	1	0	5	1
K14062	0	1	0	0	1	0	2	0
K14063	1	0	0	0	0	0	0	0
K14064	2	0	0	0	1	1	0	0
K14136	0	0	1	0	0	0	0	1
K14155	2	1	3	5	2	4	2	2
K14162	0	0	0	0	0	0	0	2
K14170	1	2	0	0	2	1	0	0
K14187	1	1	0	0	2	1	0	0
K14188	0	0	0	0	0	1	1	1
K14189	0	1	0	1	1	0	0	1
K14205	0	0	1	1	0	1	0	0
K14260	2	2	2	1	2	0	2	1
K14261	1	2	0	0	0	0	0	0
K14267	0	0	0	0	0	0	0	1
K14274	1	3	0	0	0	0	1	0
K14287	1	2	0	0	1	1	1	0
K14335	0	0	0	0	0	0	0	3
K14347	2	2	1	0	2	2	1	2
K14348	1	1	1	0	1	1	1	0
K14392	2	0	0	0	1	1	2	0
K14393	1	0	1	0	1	0	0	2
K14414	1	0	1	0	0	2	1	1
K14415	1	0	0	0	0	1	0	3
K14441	2	2	0	0	1	1	1	2
K14445	1	0	0	0	2	1	0	1
K14475	0	0	0	0	0	0	0	1
K14520	0	0	0	0	0	0	0	1
K14540	1	0	1	1	0	0	0	0
K14588	0	1	1	0	3	0	1	1
K14591	1	2	0	0	1	2	2	1
K14596	1	0	0	0	0	0	1	0
K14652	0	0	1	1	1	0	1	1
K14665	0	0	0	0	1	1	0	0
K14682	1	2	0	0	1	1	1	0
K14696	0	0	2	1	0	1	0	1
K14698	0	0	1	0	0	0	0	0
K14742	3	1	2	2	4	2	3	4
K14744	0	1	0	0	0	0	0	1
K14749	0	0	0	0	0	0	0	1
K14750	0	0	0	0	0	0	0	1
K14761	0	1	2	2	0	1	1	0
K14762	1	2	0	0	1	2	0	0
K14956	0	0	1	0	0	0	0	0
K14977	0	0	0	0	2	2	0	1
K14980	0	0	0	0	0	0	0	1
K14982	0	0	1	0	2	0	1	1
K14983	0	0	1	2	0	1	1	1
K14987	1	0	0	0	0	0	0	0
K15024	1	1	1	0	1	1	1	1
K15034	1	1	0	0	1	2	1	2
K15051	0	2	0	3	1	0	5	0
K15125	4	3	1	0	2	0	1	0
K15228	0	0	1	0	0	0	0	0
K15256	2	1	0	0	2	1	2	0
K15257	1	1	0	0	0	2	1	0
K15268	1	2	0	0	1	0	1	0
K15269	0	1	0	0	0	1	0	0
K15270	0	0	0	0	0	0	0	2
K15342	1	1	1	1	0	1	0	0
K15371	0	0	0	0	0	0	0	1
K15372	0	0	0	0	0	1	0	2
K15373	0	0	0	0	0	1	1	0
K15383	0	0	0	0	0	0	1	2
K15396	2	1	0	0	0	2	1	0
K15460	0	3	3	2	1	2	3	2
K15461	0	2	1	1	1	2	1	1
K15509	0	2	0	0	0	0	0	0
K15510	0	0	0	0	0	0	0	1
K15519	0	0	0	1	1	0	0	1
K15520	0	0	1	0	0	0	0	1
K15521	0	0	1	0	0	0	0	1
K15523	2	2	0	2	2	2	0	1
K15524	0	2	1	1	0	0	1	1
K15525	0	0	1	0	0	0	0	0
K15526	0	0	1	0	0	0	0	0
K15532	1	3	3	1	0	5	3	2
K15536	1	1	0	0	1	1	0	0
K15539	2	3	2	3	3	4	0	0
K15540	0	1	0	0	1	0	2	0
K15545	2	0	0	0	0	1	3	0
K15548	1	1	0	0	2	0	1	0
K15549	0	0	0	0	1	0	1	0
K15550	0	1	0	0	0	1	0	0
K15551	1	0	0	0	1	1	4	0
K15552	2	1	0	0	1	2	0	0
K15553	7	2	0	0	3	6	1	7
K15554	2	3	1	0	1	1	2	0
K15555	1	2	0	0	0	0	1	0
K15576	2	1	0	0	0	1	0	0
K15577	2	1	0	0	0	0	1	0
K15578	1	1	0	0	0	1	0	1
K15580	5	7	2	1	5	3	6	3
K15581	0	1	3	1	2	0	1	1
K15582	0	1	2	2	1	2	1	1
K15583	0	2	3	2	0	0	0	0
K15585	0	0	0	0	0	1	0	0
K15586	0	0	1	0	0	1	0	0
K15599	0	0	0	0	0	1	0	0
K15600	0	0	0	0	1	0	0	0
K15629	0	0	0	0	1	0	0	0
K15631	1	0	0	0	0	0	0	0
K15633	1	3	2	0	1	2	3	1
K15634	1	3	0	0	1	1	1	0
K15637	0	0	0	0	0	0	0	1
K15722	1	0	0	0	1	1	2	0
K15723	0	2	0	0	0	1	1	0
K15724	0	3	0	0	2	2	0	0
K15726	0	0	0	0	0	0	0	3
K15733	0	0	1	0	0	0	0	0
K15735	1	0	0	0	1	1	0	0
K15737	0	0	0	0	1	1	0	0
K15738	3	0	1	1	2	0	1	1
K15746	0	1	0	0	0	0	0	1
K15770	0	0	0	0	0	0	0	1
K15771	0	0	1	1	1	0	1	1
K15772	1	0	1	1	1	0	0	0
K15773	0	0	0	0	0	0	0	1
K15777	1	2	0	0	2	1	2	3
K15780	0	0	0	1	0	0	0	0
K15782	1	0	0	0	1	1	0	0
K15783	0	0	0	0	0	1	0	0
K15784	1	0	0	0	0	0	0	0
K15785	1	0	0	0	0	1	0	1
K15786	1	0	0	0	1	1	0	0
K15789	0	0	1	1	0	0	2	0
K15827	1	1	0	0	0	1	1	0
K15828	1	0	0	0	2	2	1	1
K15829	0	0	0	0	0	2	0	0
K15830	1	0	0	0	1	2	0	0
K15831	1	1	0	1	1	2	0	0
K15832	1	1	0	0	1	0	0	0
K15833	0	1	0	0	1	2	0	0
K15834	0	1	0	0	0	1	2	0
K15835	1	3	0	0	1	1	1	0
K15836	1	1	0	0	0	1	0	0
K15856	0	0	0	0	0	0	0	1
K15866	1	1	0	0	0	0	1	1
K15922	0	1	0	0	0	0	1	0
K15923	0	0	0	0	0	0	0	3
K15973	0	0	0	1	1	0	0	0
K15974	2	2	0	0	1	1	1	0
K15975	0	0	1	2	1	0	0	0
K15977	1	3	0	0	1	2	2	0
K15981	0	0	0	0	0	0	0	1
K15982	0	0	0	0	0	0	0	1
K15984	1	1	0	0	1	1	1	0
K15986	1	0	1	2	1	0	2	1
K16011	1	1	0	0	1	1	1	0
K16012	2	0	1	1	2	1	0	1
K16013	1	1	1	1	2	1	2	2
K16043	0	0	0	1	1	0	0	0
K16044	2	4	4	2	2	2	4	3
K16047	0	0	0	0	0	0	0	1
K16050	0	0	0	0	0	0	0	1
K16052	0	1	0	0	0	1	0	0
K16053	3	2	0	0	2	0	2	0
K16066	0	1	1	0	1	1	1	1
K16074	0	1	0	0	2	1	1	2
K16077	0	0	0	0	1	4	1	0
K16079	0	0	0	0	0	0	0	1
K16081	0	1	0	0	0	0	0	0
K16087	0	1	0	0	0	0	1	1
K16088	2	3	0	0	2	1	2	1
K16089	1	2	0	0	1	0	1	0
K16090	0	0	0	0	0	0	0	1
K16091	0	1	0	0	0	0	0	2
K16092	2	0	0	0	1	0	0	0
K16135	0	0	0	0	0	0	0	1
K16136	0	3	0	0	1	1	1	0
K16137	2	1	1	0	0	2	2	2
K16152	0	0	0	0	0	0	0	1
K16165	1	0	0	0	0	1	1	0
K16169	0	0	1	2	1	0	0	1
K16171	0	0	0	0	0	0	1	0
K16209	1	0	1	1	0	0	1	0
K16210	2	6	0	0	0	1	3	0
K16211	0	0	0	0	0	0	1	0
K16212	0	0	0	0	0	0	0	1
K16213	0	0	0	0	0	0	0	1
K16234	0	0	0	0	1	0	0	0
K16235	1	0	0	0	1	1	0	0
K16238	0	0	0	0	0	0	1	1
K16263	1	1	0	0	1	1	0	0
K16264	1	2	1	1	1	0	1	2
K16291	0	0	0	0	1	0	0	1
K16301	1	2	1	0	0	1	1	1
K16303	1	0	1	0	0	1	0	0
K16322	2	1	0	0	2	0	1	0
K16323	0	0	1	0	0	0	0	0
K16324	0	0	0	0	1	0	0	0
K16326	0	0	0	1	0	1	0	0
K16328	0	0	0	0	1	0	0	0
K16345	3	1	0	0	1	1	3	1
K16347	0	2	0	0	0	0	0	0
K16348	0	2	0	0	1	1	1	0
K16363	0	0	0	0	0	0	0	1
K16370	0	1	0	0	0	0	2	0
K16371	0	1	0	0	0	0	2	0
K16509	1	0	3	11	2	1	2	2
K16511	0	0	2	1	2	0	2	0
K16514	2	0	0	0	0	0	0	1
K16515	1	0	0	0	1	1	0	0
K16516	1	0	0	0	1	1	0	0
K16568	1	1	2	2	1	1	2	5
K16647	0	0	0	0	0	0	0	1
K16649	0	0	0	0	0	0	1	0
K16650	0	0	1	0	0	0	0	2
K16651	0	0	0	0	0	1	0	0
K16652	0	0	2	0	0	0	0	1
K16692	2	3	0	0	1	0	1	1
K16693	1	2	1	0	2	1	0	0
K16695	1	3	0	0	1	1	1	0
K16703	3	2	0	0	0	2	1	0
K16704	2	1	1	0	1	1	0	0
K16710	0	0	0	0	1	1	2	0
K16711	0	1	0	0	0	0	0	0
K16784	0	0	0	0	0	0	0	1
K16785	1	1	3	4	2	1	2	0
K16786	0	0	2	3	0	0	1	0
K16787	0	1	3	2	1	1	2	1
K16788	0	0	1	2	2	1	2	1
K16789	0	0	2	5	1	1	0	0
K16839	0	1	0	0	0	2	1	0
K16840	0	0	0	0	1	2	0	2
K16841	0	1	1	0	2	3	0	0
K16842	1	1	0	0	1	1	0	1
K16844	0	0	0	0	0	0	0	1
K16868	1	3	0	0	2	2	2	0
K16869	0	0	1	1	0	0	0	1
K16898	0	0	0	0	1	0	0	0
K16899	1	0	0	0	1	0	1	1
K16904	0	0	0	0	0	0	0	1
K16922	0	0	0	0	1	0	0	0
K16923	0	0	1	1	2	1	0	2
K16924	0	0	0	1	0	0	1	0
K16926	0	0	0	0	1	0	1	0
K16927	0	0	0	1	0	0	1	1
K16951	0	0	0	1	1	0	0	1
K16957	0	0	0	0	1	0	0	0
K16961	1	0	0	0	0	0	0	0
K17064	0	0	0	0	1	0	0	0
K17073	0	0	2	3	2	0	0	0
K17074	0	1	0	0	0	0	0	0
K17077	0	0	0	0	2	0	1	0
K17103	0	0	0	0	0	0	0	1
K17195	0	1	0	0	2	2	1	1
K17202	2	1	0	0	3	1	0	0
K17203	2	1	0	0	2	2	1	0
K17204	1	1	0	0	1	1	0	0
K17214	0	0	0	0	1	0	0	0
K17218	0	0	0	0	0	0	0	1
K17230	1	0	0	0	0	0	0	0
K17234	0	0	0	1	0	0	0	0
K17235	0	0	0	1	0	0	0	0
K17236	0	0	1	0	0	0	0	0
K17241	0	0	0	1	0	0	0	0
K17242	0	0	0	1	0	0	0	0
K17246	0	0	0	0	0	0	0	1
K17247	2	1	0	1	2	1	2	0
K17290	2	2	0	0	1	1	2	0
K17318	0	0	3	3	10	3	0	0
K17319	1	0	2	6	7	0	0	0
K17320	1	0	3	3	4	2	1	3
K17363	0	0	0	1	0	0	0	0
K17462	0	0	1	1	1	0	0	0
K17463	1	2	1	1	2	1	1	0
K17464	0	0	0	0	1	1	0	0
K17465	0	0	0	0	3	0	1	0
K17466	1	0	0	1	3	1	0	0
K17467	0	1	1	1	0	2	1	0
K17473	0	0	0	0	1	0	0	0
K17497	0	0	0	0	0	0	1	0
K17641	1	0	0	0	1	0	0	0
K17686	0	2	1	1	2	1	0	3
K17713	2	1	1	0	0	1	2	1
K17716	0	1	0	0	0	0	0	0
K17722	0	0	0	0	0	0	0	1
K17733	1	0	0	0	0	0	0	1
K17735	0	0	1	0	0	0	0	1
K17737	4	4	0	0	4	2	1	0
K17755	0	0	0	0	0	0	0	1
K17758	1	0	0	1	1	0	0	0
K17810	0	0	1	1	0	0	2	0
K17828	1	0	2	1	1	0	2	0
K17836	0	0	2	3	1	2	1	3
K17850	0	1	0	0	0	0	0	0
K17879	1	2	0	0	1	0	1	0
K17938	1	0	0	1	1	2	2	0
K17947	0	0	0	0	0	0	0	1
K17989	0	0	0	0	0	0	0	1
K18009	0	1	0	0	0	0	0	1
K18013	0	0	0	0	0	0	0	1
K18030	0	0	0	0	2	2	0	0
K18093	1	0	0	0	1	0	0	2
K18104	1	0	2	2	0	0	2	1
K18118	0	0	0	0	0	0	0	3
K18131	0	0	0	0	0	0	0	1
K18138	2	2	0	0	3	0	2	0
K18139	0	2	0	0	0	0	1	1
K18140	0	1	0	0	0	0	1	0
K18141	0	1	0	0	0	0	1	0
K18142	0	1	0	0	0	0	1	0
K18148	1	0	0	0	1	0	0	1
K18149	0	0	0	0	1	0	1	0
K18189	5	3	5	6	1	1	2	1
K18195	0	0	0	0	0	0	1	0
K18218	0	0	0	0	1	0	0	0
K18230	0	0	0	0	0	0	0	1
K18231	0	0	1	2	0	0	0	0
K18234	0	0	0	1	0	0	0	0
K18242	0	0	0	0	0	0	1	0
K18243	0	0	0	0	0	0	1	0
K18288	0	0	0	0	0	0	0	1
K18290	0	0	1	0	0	0	0	2
K18291	0	0	0	0	0	0	0	1
K18292	0	0	0	0	0	0	0	1
K18295	0	0	0	0	0	0	0	1
K18297	2	0	0	0	0	2	0	0
K18299	0	0	0	0	0	0	0	1
K18308	0	0	0	0	0	0	0	1
K18320	0	0	1	0	0	0	0	0
K18324	0	1	0	0	1	0	1	0
K18325	2	1	0	0	0	1	0	0
K18326	1	3	0	0	3	0	5	0
K18332	0	0	0	1	0	0	0	0
K18333	1	1	0	0	0	0	1	0
K18334	1	0	1	0	1	0	0	2
K18335	1	0	1	0	0	0	0	0
K18336	1	0	0	0	0	1	0	0
K18348	0	0	0	0	0	1	0	0
K18349	0	0	0	2	2	1	0	1
K18350	0	0	0	1	1	1	0	0
K18367	0	0	0	1	1	0	0	0
K18434	0	0	0	0	0	0	0	1
K18446	1	0	0	0	0	0	2	1
K18459	0	0	0	0	0	0	0	1
K18475	0	1	0	0	0	0	0	1
K18476	0	0	0	0	1	0	0	5
K18478	1	2	0	0	1	0	1	0
K18479	0	1	0	0	0	0	0	0
K18481	0	0	0	0	0	0	0	1
K18555	0	0	0	0	0	0	1	0
K18581	1	0	3	6	7	1	3	2
K18588	1	1	0	0	1	1	0	0
K18640	1	2	1	0	0	0	2	0
K18650	0	0	0	0	0	0	1	0
K18657	1	1	0	0	1	1	0	0
K18672	1	0	2	2	0	0	0	1
K18673	0	1	0	1	3	1	2	0
K18676	0	0	0	0	1	0	1	1
K18682	2	2	3	4	1	2	1	0
K18691	3	2	0	0	1	2	1	0
K18692	0	0	2	1	0	0	0	0
K18697	2	3	0	0	2	1	1	2
K18700	0	0	2	1	0	0	0	0
K18702	0	0	0	0	0	0	0	2
K18765	3	1	0	1	2	0	2	0
K18767	0	0	0	0	0	0	1	0
K18778	2	1	1	0	1	1	2	0
K18800	2	1	0	0	1	2	2	0
K18815	0	0	1	2	1	1	0	1
K18827	0	0	0	0	0	0	1	0
K18828	1	1	0	0	0	1	0	0
K18829	1	1	0	0	1	0	0	0
K18831	0	2	0	0	1	0	1	0
K18837	0	0	0	0	1	1	2	0
K18838	0	0	0	0	0	1	0	0
K18839	1	0	0	0	1	0	0	0
K18841	0	1	0	0	0	0	0	0
K18843	4	0	0	1	0	1	4	0
K18850	2	2	1	0	3	3	3	0
K18851	0	0	2	0	0	0	0	4
K18856	0	0	0	0	1	0	0	0
K18866	0	0	0	1	0	0	0	0
K18887	0	0	0	1	1	0	1	1
K18888	0	0	1	3	1	0	1	0
K18889	0	1	2	0	3	1	1	2
K18890	1	2	0	0	2	1	1	0
K18891	0	0	1	0	1	0	1	0
K18892	1	0	1	2	0	1	2	1
K18893	0	1	0	0	0	0	0	0
K18895	0	1	0	0	0	0	0	0
K18900	2	2	0	0	0	3	2	1
K18904	0	2	0	0	0	0	0	0
K18907	0	0	1	1	0	1	0	0
K18908	0	0	1	0	0	0	2	1
K18909	0	0	0	0	0	0	1	1
K18918	0	1	0	0	0	0	0	0
K18919	0	0	0	0	1	1	1	0
K18920	0	1	0	0	1	1	1	0
K18921	1	0	0	0	0	1	0	0
K18922	0	1	0	0	2	0	0	0
K18923	1	0	0	0	0	1	1	1
K18926	3	0	5	4	2	1	3	2
K18928	1	1	0	0	0	0	1	3
K18929	0	1	0	0	0	1	1	0
K18941	0	0	0	1	0	0	0	1
K18951	0	0	0	0	1	0	0	0
K18954	0	0	0	0	1	1	1	6
K18955	0	0	1	0	0	0	0	3
K18968	0	0	0	0	0	0	0	1
K18979	1	1	1	4	1	3	2	2
K18988	1	2	0	0	2	2	0	0
K18991	0	0	0	0	0	0	1	0
K18997	0	0	0	0	0	1	0	0
K19000	2	1	0	0	1	2	1	0
K19002	2	0	1	2	1	1	2	1
K19005	2	0	8	2	0	0	3	1
K19046	0	1	0	0	0	0	0	0
K19048	2	1	0	0	3	0	2	0
K19055	1	0	1	3	1	2	1	1
K19068	0	0	0	0	0	0	1	0
K19081	0	0	1	1	0	0	1	0
K19082	0	0	1	1	3	1	1	0
K19088	1	0	0	0	0	0	1	0
K19091	1	0	0	0	0	0	0	0
K19113	2	1	0	0	2	0	1	0
K19117	0	1	0	1	0	0	0	0
K19119	0	0	0	1	0	0	0	0
K19123	0	1	0	0	0	0	0	0
K19124	0	0	0	0	0	0	0	1
K19125	0	1	0	0	0	0	0	0
K19126	0	0	0	0	0	0	0	1
K19127	1	1	0	0	1	1	0	0
K19128	1	1	0	0	0	0	1	0
K19129	1	1	0	0	1	1	1	0
K19130	1	2	0	0	0	0	0	0
K19137	0	0	0	0	1	0	0	0
K19142	0	0	0	0	0	0	1	0
K19147	0	0	0	0	0	0	1	0
K19157	0	0	1	2	0	0	0	0
K19158	0	1	0	0	1	0	2	0
K19159	0	1	1	0	0	1	0	0
K19160	0	0	0	0	1	0	0	0
K19162	0	1	0	0	0	0	2	1
K19163	1	0	0	0	1	1	1	0
K19164	2	1	0	0	1	1	0	0
K19166	0	2	0	0	0	0	0	0
K19168	1	1	1	0	0	2	1	0
K19169	1	1	0	0	1	1	0	0
K19171	0	0	0	0	0	0	0	1
K19200	1	0	0	1	1	1	0	0
K19221	1	2	0	0	3	3	1	1
K19222	2	1	1	1	1	3	6	0
K19223	0	0	0	0	0	0	1	0
K19225	0	0	1	2	1	1	1	2
K19226	1	2	0	0	1	1	1	0
K19227	1	2	0	0	1	0	0	0
K19228	1	2	0	0	0	0	0	1
K19229	0	2	0	0	0	0	0	1
K19230	2	2	0	0	2	2	1	0
K19234	0	1	0	0	1	1	2	1
K19235	2	1	0	0	2	0	0	0
K19236	2	1	0	0	2	3	0	0
K19238	0	0	0	0	1	1	0	0
K19244	0	0	0	2	1	0	0	0
K19265	2	2	2	1	4	1	4	0
K19267	1	1	0	3	1	2	4	2
K19268	0	0	1	0	0	1	0	0
K19270	2	2	0	0	0	0	2	0
K19271	0	1	0	0	1	0	0	0
K19291	0	0	0	0	0	0	0	1
K19293	0	0	0	0	0	0	0	1
K19294	0	0	0	0	0	0	0	2
K19295	0	0	0	0	0	0	0	1
K19296	0	0	0	0	0	0	0	1
K19302	2	2	1	4	5	0	1	1
K19303	2	3	1	0	2	2	2	0
K19304	2	2	0	0	2	0	0	2
K19333	0	2	0	0	2	0	1	0
K19334	2	7	1	0	1	3	1	1
K19337	3	3	0	4	3	2	2	2
K19338	2	1	0	0	1	0	0	0
K19341	0	0	0	0	0	0	0	1
K19342	0	0	0	0	0	0	0	1
K19350	0	0	1	3	1	1	2	1
K19353	2	1	0	0	1	1	4	0
K19354	1	2	0	0	0	2	0	0
K19355	0	0	0	0	1	1	0	0
K19416	2	2	0	0	1	0	1	0
K19504	1	1	0	1	0	1	1	0
K19505	0	0	0	0	4	0	2	0
K19506	1	0	1	1	2	0	0	0
K19507	1	1	1	1	4	0	2	0
K19508	0	1	0	0	3	1	2	0
K19509	1	2	0	1	2	1	1	1
K19510	0	1	1	0	1	2	0	0
K19548	0	0	0	0	1	0	0	0
K19575	0	0	0	2	0	0	0	1
K19577	0	1	0	0	1	0	2	1
K19591	2	0	0	0	2	2	1	1
K19595	0	0	0	0	0	0	0	1
K19611	2	2	0	0	1	2	2	1
K19687	0	0	0	0	0	0	0	1
K19688	0	0	0	0	0	0	1	0
K19689	0	0	0	1	0	0	2	1
K19693	0	0	0	0	0	0	0	1
K19701	0	0	0	0	0	0	1	1
K19702	0	0	0	0	0	0	0	1
K19710	0	0	1	0	0	0	0	1
K19713	0	0	0	0	0	0	0	1
K19734	1	0	0	0	0	0	0	0
K19744	0	0	0	0	0	0	0	1
K19745	1	2	0	2	1	1	3	0
K19761	2	1	0	0	0	0	0	0
K19775	0	1	0	0	0	0	0	0
K19776	1	1	0	0	1	1	0	0
K19784	1	2	6	5	6	0	2	5
K19789	0	0	1	0	0	1	1	1
K19802	2	2	0	1	1	0	2	1
K19803	1	2	0	0	1	0	0	0
K19804	3	2	0	0	1	1	1	0
K19810	1	2	0	0	0	0	0	0
K19813	0	0	0	0	0	1	0	0
K19954	0	2	0	0	2	1	0	0
K19956	0	0	0	0	0	1	1	0
K19965	0	0	1	1	0	0	1	0
K19973	0	0	1	1	0	0	0	0
K19976	0	0	0	0	0	0	1	1
K19997	0	1	0	0	0	0	0	0
K20037	1	0	0	1	3	1	1	0
K20038	1	0	0	1	2	1	1	0
K20073	0	0	3	2	1	1	1	1
K20074	3	2	2	3	0	1	0	2
K20108	0	0	0	1	2	1	1	0
K20113	0	0	0	0	0	1	0	0
K20114	0	0	1	0	0	0	0	0
K20259	0	0	0	0	0	0	0	1
K20260	0	0	0	0	0	0	0	1
K20263	1	0	0	0	1	1	0	0
K20264	0	0	0	0	1	1	0	0
K20265	1	1	3	2	0	0	1	2
K20276	1	0	0	0	0	1	0	0
K20277	0	0	0	0	0	0	0	1
K20344	0	0	0	0	1	0	0	1
K20379	0	0	1	1	0	1	0	0
K20391	0	0	0	0	2	0	0	0
K20444	0	0	1	1	2	0	1	0
K20468	0	0	1	0	0	0	0	0
K20469	0	0	0	0	0	0	1	1
K20488	0	0	0	0	1	1	0	0
K20490	0	0	0	0	1	0	0	0
K20492	0	0	0	0	1	0	0	0
K20509	0	1	2	2	2	2	0	1
K20525	0	0	0	0	0	0	1	0
K20534	0	0	1	1	0	0	0	0
K20541	1	2	1	0	2	2	4	1
K20542	2	2	1	1	1	3	0	0
K20543	2	1	1	1	1	2	3	0
K20608	0	0	0	1	0	0	0	0
K20609	0	1	0	0	0	0	1	0
K20611	0	0	0	0	0	0	0	1
K20742	0	0	0	0	1	0	0	0
K20859	0	0	0	0	1	0	0	0
K20861	0	2	0	0	0	0	1	0
K20862	1	1	1	0	2	1	0	0
K20866	1	2	1	0	2	2	1	0
K20881	1	3	1	0	0	0	2	0
K20902	1	0	0	0	0	1	0	0
K20920	0	0	0	0	0	1	0	0
K20938	0	0	1	0	0	1	0	0
K20968	1	0	0	0	0	0	0	0
K20971	0	0	0	0	1	0	0	0
K20975	0	0	0	0	0	0	0	1
K20988	0	0	0	0	1	1	0	0
K20998	0	0	0	0	0	0	0	1
K21003	0	0	0	0	0	0	0	1
K21004	0	0	0	0	0	0	0	1
K21021	0	2	0	0	0	0	0	0
K21023	1	6	0	0	2	1	4	3
K21024	0	0	0	0	0	0	0	1
K21028	0	1	0	0	1	0	0	0
K21029	1	1	0	0	1	2	2	0
K21030	0	0	0	0	0	0	1	0
K21039	0	1	0	0	0	0	0	0
K21054	0	0	0	0	0	1	0	0
K21061	1	0	0	0	0	0	0	1
K21062	1	0	0	0	0	1	0	1
K21064	3	4	9	15	10	3	7	1
K21084	0	2	0	0	0	0	1	1
K21085	0	1	0	1	1	0	1	0
K21086	0	3	0	0	0	0	0	0
K21087	2	2	0	0	1	1	1	2
K21089	0	1	0	0	0	1	0	0
K21090	2	5	0	0	2	0	7	0
K21133	0	0	0	0	0	0	0	1
K21140	0	0	0	0	0	0	0	1
K21148	0	0	0	0	0	0	0	1
K21253	0	0	0	0	0	0	0	1
K21265	0	0	1	0	1	0	0	0
K21298	0	0	1	0	1	1	0	0
K21394	2	1	1	1	1	1	2	1
K21395	2	2	0	0	1	3	2	1
K21401	0	0	0	0	0	0	0	1
K21405	1	0	0	0	0	1	0	1
K21416	0	0	2	0	0	0	0	0
K21429	0	0	0	0	0	0	0	1
K21430	1	2	0	0	2	1	1	1
K21469	0	1	0	0	0	0	0	0
K21470	1	0	0	0	2	1	2	0
K21471	1	0	3	3	2	0	1	3
K21480	0	0	1	0	0	0	0	0
K21481	0	0	0	0	0	0	0	2
K21488	0	0	0	0	0	0	0	1
K21495	0	0	0	0	0	1	0	1
K21498	0	0	0	0	0	0	0	1
K21511	0	0	1	0	0	0	1	0
K21512	0	1	0	0	0	0	0	0
K21562	0	0	2	3	0	0	0	1
K21567	0	0	1	3	1	0	2	1
K21572	0	0	1	0	0	0	0	17
K21573	0	0	0	0	0	0	0	4
K21574	1	0	0	0	0	0	1	1
K21575	0	0	0	0	0	0	0	1
K21577	0	1	1	0	0	0	0	0
K21579	0	1	0	0	0	0	0	0
K21600	0	0	0	1	1	0	1	1
K21619	0	0	1	0	0	0	0	0
K21621	0	0	0	0	1	0	0	0
K21636	6	1	2	4	4	2	1	0
K21638	1	1	0	0	1	1	1	0
K21645	0	0	0	0	1	1	0	0
K21672	0	0	0	1	0	0	0	0
K21685	0	0	0	0	0	0	0	2
K21688	0	0	0	0	0	0	0	1
K21695	0	2	0	0	1	2	1	2
K21698	1	0	1	0	1	0	1	0
K21699	0	0	0	0	0	0	0	1
K21712	0	1	0	0	0	0	0	0
K21721	0	0	0	0	0	0	0	2
K21739	0	0	1	1	0	0	1	1
K21740	0	0	0	0	0	0	2	0
K21744	1	0	0	4	2	1	1	2
K21745	0	0	4	1	3	0	1	0
K21757	0	1	0	0	2	0	2	0
K21759	2	0	0	0	2	2	0	0
K21826	1	1	0	0	1	1	0	1
K21832	1	0	0	0	0	1	0	0
K21833	0	0	0	0	1	1	0	1
K21834	0	0	0	0	1	0	0	1
K21885	0	0	1	0	0	0	0	2
K21898	0	1	0	0	0	0	0	0
K21900	0	1	0	0	0	0	0	0
